CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,zipdisk
0,0,0,57,57,11256,1390,F,Hispanic,DBUND,2153.581732
0,82,3.83,450,57,11180,1090,F,Asian,DBIOL-BS,26.20209262
12,55,2.92,283,57,11185,950,M,African American,DCSIT-BA,349.1608177
0,0,0,57,57,10632,720,F,African American,DBIOL-BA,30.45234411
0,62,3.542,275,58,10984,1000,F,Hispanic,DUNDECIDED,9.032902135
0,0,0,58,58,11271,0,F,White,DHPMGT-BBA,326.6226495
0,77,3.5,450,59,11271,880,F,Hispanic,DBUND,52.61888552
0,0,0,59,59,11074,0,F,Hispanic,DBIOL-BS,26.75111795
0,0,0,59,59,11043,0,F,African American,DPBHLTH-BA,239.7065846
16,73,3.592,275,59,11105,1000,F,Hispanic,DCDFS-BS,12.61565729
0,93,3.9,450,128,11027,1010,F,African American,DGNBU-BBA,46.01228595
0,92,4.718,450,75,11232,1200,F,Hispanic,DCSIT-BA,41.21805566
0,0,0,60,60,11263,0,F,Hispanic,DCDFS-BS,29.7106165
0,73,3.6,450,61,10970,1050,M,Hispanic,DGNBU-BBA,8.039662853
0,0,0,61,61,11052,0,F,Hispanic,DHSML-BS,8.039662853
0,68,3.534,275,61,11067,1080,F,African American,DPBHLTH-BA,6.070851259
0,0,0,61,61,11191,0,F,Hispanic,DBIOL-BS,717.1476434
24,0,0,151,151,11027,1230,M,Hispanic,DBIOL-BS,5.009297949
14,0,0,206,206,11288,0,F,African American,DPBHLTH-BA,775.9396232
17,53,3.506,275,65,11054,970,F,Hispanic,DBIOL-BS,17.079558
0,0,0,65,65,11094,0,F,African American,DCRJS-BS,1394.562939
19,0,0,65,65,10846,0,M,Hispanic,DBIOL-BS,351.4049151
0,0,0,395,65,11075,1200,F,Hispanic,DPSYC-BA,17.079558
0,0,0,65,65,11303,0,M,African American,DCSIT-BA,355.4203695
0,85,3.64,450,65,10900,900,F,Asian,DBIOL-BS,35.43677286
27,0,0,65,65,11194,0,F,White,DCRJS-BS,457.5558175
0,0,0,65,65,11073,0,M,Hispanic,DACCT-BBA,6.070851259
0,0,0,66,66,11054,0,F,Hispanic,DPBHLTH-BA,23.34947363
21,89,4.613,67,67,10952,1170,F,Asian,DUNDECIDED,23.57255943
16,0,0,67,67,11244,0,M,Hispanic,DPBHLTH-BA,8.039662853
21,7,3.29,275,67,11262,1000,M,Hispanic,DBUND,12.61565729
0,0,0,67,67,11113,0,F,Hispanic,DGNBU-BBA,753.8564543
24,0,0,67,67,11008,1240,M,Hispanic,DPOLS-BA,35.32540947
0,0,0,67,67,11277,0,F,Hispanic,DHROB-BBA,391.9096825
0,0,0,136,136,11194,1360,F,White,DBIOL-BS,49.74265719
26,55,3.39,450,87,11177,1160,F,White,DPSYC-BA,35.38596594
9,0,0,68,68,10504,0,F,African American,DPBHLTH-BA,18.72099996
0,86,3.584,275,68,11275,1180,F,Hispanic,DINDE-BS,8.039662853
0,0,0,68,68,11069,860,F,African American,DCOMM-BA,46.01228595
0,0,0,68,68,10977,0,M,Hispanic,DACCT-BBA,894.4820588
18,0,0,450,68,11240,1030,F,Hispanic,DCRJS-BS,12.61565729
0,0,0,71,71,11159,970,F,Asian,DUNDECIDED,30.00311309
0,0,0,71,71,11218,0,M,African American,DGNBU-BBA,269.3973389
0,0,0,71,71,11193,0,F,Hispanic,DPSYC-BA,22.53429534
16,0,0,71,71,11244,960,F,Hispanic,DPBHLTH-BA,10.95784155
0,0,0,71,71,11171,0,F,Hispanic,DCOMM-BA,34.1995828
0,0,0,71,71,11221,1280,M,White,DPBHLTH-BA,275.845651
0,0,0,71,71,10966,0,M,Asian,DBIOL-BS,320.4346887
0,86,3.6,450,311,11004,960,F,Hispanic,DINDE-BS,23.61407614
23,97,0,396,151,10975,1220,M,Hispanic,DBIOL-BS,12.61565729
0,42,3.518,275,110,11263,1020,F,Hispanic,DPBHLTH-BA,8.039662853
0,0,0,72,72,11295,1270,F,African American,DBIOL-BS,336.511594
20,0,0,72,72,11225,0,F,African American,DGNBU-BBA,355.7421342
0,75,3.5,450,72,11122,1000,F,African American,DSOCI-BA,23.34947363
0,92,3.6,450,284,11230,930,F,Hispanic,DPBHLTH-BA,23.61407614
0,0,0,73,73,11128,0,M,African American,DMATH-BA,331.7636165
16,0,0,73,73,11288,0,F,African American,DPBHLTH-BA,80.07337773
0,0,0,73,73,10953,0,M,Hispanic,DGNBU-BBA,724.8510498
23,0,0,73,73,11179,1120,F,Hispanic,DBUND,49.74265719
0,0,0,74,74,11194,0,F,Hispanic,DCRJS-BS,297.6252051
0,0,0,74,74,11119,0,F,African American,DCRJS-BS,324.0394468
0,85,3.52,74,74,10715,790,F,Hispanic,DCRJS-BS,22.53429534
24,99,3.5,450,74,11159,1120,F,Hispanic,DBIOL-BA,551.0294043
0,0,0,74,74,11198,0,F,Hispanic,DCRJS-BS,906.0106168
15,82,3.5,450,368,11263,900,F,Hispanic,DBIOL-BA,29.7106165
0,71,3.28,450,115,11086,770,F,Hispanic,DCRJS-BS,29.7106165
0,0,0,151,151,10923,0,M,Hispanic,DUNDECIDED,12.61565729
29,0,0,450,75,11170,1340,M,Hispanic,DMATH-BA,28.67333006
0,0,0,75,75,11247,1170,F,African American,DCOMM-BA,270.6898831
19,78,3.938,396,75,10949,1110,F,African American,DACCT-BBA,10.20911205
0,0,0,75,75,10941,830,F,Hispanic,DCDFS-BS,363.6792899
0,0,0,75,75,11285,1060,F,White,DPSYC-BA,30.45234411
18,11,3.336,323,75,11282,1090,M,Hispanic,DSOCI-MNU,19.48887532
18,11,3.336,323,75,11282,1090,M,Hispanic,DPOLS-BA,19.48887532
0,0,0,75,75,11598,950,F,Hispanic,DPSYC-BA,5.009297949
21,0,0,75,75,11027,0,M,Hispanic,DBIOL-BA,10.95784155
12,28,3.09,394,75,11045,820,F,Hispanic,DPBHLTH-BS,22.95013916
0,0,0,78,78,11203,0,F,Hispanic,DCRJS-BS,6.070851259
0,0,0,78,78,11086,0,F,African American,DPSYC-BA,9.55652232
0,0,0,78,78,11212,0,F,African American,DPSYC-BA,9.55652232
0,0,0,78,78,11237,0,M,Hispanic,DCRJS-BS,481.0975087
0,0,0,78,78,11061,0,F,Hispanic,DCRJS-BS,9.96010621
0,0,0,78,78,11816,1030,F,Asian,DBUND,207.7701244
0,0,0,78,78,11151,1020,F,Hispanic,DGNBU-BBA,207.7701244
18,0,0,78,78,11159,0,F,African American,DCRJS-BS,6.070851259
28,72,3.46,396,78,10984,1180,F,Hispanic,DINDE-BS,13.7111687
25,0,0,78,78,11050,0,F,Asian,DBIOL-BS,40.965029
14,0,0,127,127,10964,980,M,African American,DBUND,9.55652232
16,0,2.396,396,79,11304,0,M,Asian,DGNBU-BBA,24.76618552
17,91,3.957,79,79,10625,0,F,Hispanic,DBIOL-BS,148.5975314
0,0,0,79,79,11280,1060,F,African American,DPBHLTH-BA,240.7342491
0,17,2.31,506,79,11101,940,M,Hispanic,DSOCI-BA,19.05071384
17,0,0,79,79,11122,0,M,Hispanic,DCOMM-BA,12.61565729
0,0,0,79,79,10972,1010,F,African American,DCDFS-BS,9.032902135
20,0,0,79,79,11124,0,M,Hispanic,DUNDECIDED,12.61565729
0,0,0,79,79,11307,0,M,Hispanic,DBUND,269.3973389
0,0,0,79,79,10982,0,M,Hispanic,DGNBU-BBA,269.2377547
0,0,0,79,79,11165,0,M,Hispanic,DGNBU-BBA,56.55646295
0,52,3,393,79,11079,960,F,African American,DACCT-BBA,26.20209262
0,0,0,79,79,11060,0,M,African American,DCRJS-BS,11.11464643
0,0,2.8,358,79,10827,930,F,Hispanic,DBIOL-BS,28.67333006
0,70,3.083,79,79,11034,790,F,African American,DPBHLTH-BA,38.95477832
0,0,0,79,79,11226,0,M,Hispanic,DMATH-BA,12.61565729
21,54,3.99,450,96,11070,1020,F,Asian,DMATH-BA,261.3151557
21,0,0,155,155,10949,0,M,Hispanic,DGNBU-BBA,18.72099996
17,79,3.608,396,124,10968,1040,F,Hispanic,DCOMM-BA,21.19063763
16,19,3.3,450,213,11208,960,M,Hispanic,DBUND,9.96010621
16,83,3.405,450,289,11216,870,F,Hispanic,DCDFS-BS,18.90449676
0,53,2.958,290,190,11083,890,M,African American,DCOMM-BA,13.5874111
21,0,2.65,184,184,11254,0,F,African American,DUNDECIDED,678.1601966
16,0,3.61,450,122,10597,770,F,Hispanic,DCDFS-BS,8.039662853
0,0,0,80,80,11082,0,F,Hispanic,DCDFS-BS,22.95013916
15,0,0,80,80,11210,0,M,Hispanic,DPOLS-BA,10.94098691
14,80,3.379,275,80,11037,880,F,Hispanic,DGNBU-BBA,12.61565729
14,75,3.44,450,80,11061,950,F,Hispanic,DBIOL-BA,8.039662853
17,38,3.273,450,80,11306,1060,M,African American,DPBHLTH-BA,11.11464643
14,0,0,80,80,11303,0,M,Hispanic,DCSIT-BA,9.96010621
0,0,0,80,80,11119,0,M,Hispanic,DPSYC-BA,9.96010621
0,0,0,80,80,11314,0,M,Hispanic,DGNBU-BBA,9.96010621
0,0,0,80,80,10900,0,M,Hispanic,DBIOL-BS,9.96010621
0,32,2.84,344,80,11048,810,F,African American,DPBHLTH-BA,0
17,92,3.56,450,80,10592,970,M,Hispanic,DACCT-BBA,19.48887532
0,0,0,82,82,11194,0,F,Hispanic,DHPMGT-BBA,102.5898047
0,0,0,80,80,11164,0,M,Hispanic,DMATH-BA,12.61565729
17,56,3.36,450,80,11017,950,F,Hispanic,DPBHLTH-BA,12.61565729
15,0,0,80,80,11294,0,F,Hispanic,DHPMGT-BBA,12.61565729
17,62,3.46,80,80,10908,0,M,Hispanic,DPSYC-BA,8.039662853
0,0,0,149,149,11027,0,M,Hispanic,DBUND,38.36008648
0,40,3.23,396,169,11303,740,M,Hispanic,DCOMM-BA,12.61565729
16,21,3.48,275,81,10883,930,F,Hispanic,DCRJS-BS,10.94098691
18,0,0,81,81,11157,0,F,Hispanic,DBUND,13.7111687
15,0,2.75,281,81,10904,0,M,Not Available,DBUND,10.20911205
17,80,3.443,450,81,11140,990,F,Hispanic,DBUND,5.009297949
0,0,0,81,81,10613,0,F,African American,DCRJS-BS,11.59583235
0,0,0,81,81,10739,0,F,Hispanic,DCRJS-BS,22.95013916
15,0,2.52,232,81,11099,0,M,African American,DCOMM-BA,9.55652232
0,0,0,81,81,11080,0,M,African American,DBUND,10.20911205
0,0,0,81,81,11401,0,M,African American,DCOMM-BA,396.2855472
0,0,0,81,81,10965,0,F,African American,DPSYC-BA,10.20911205
0,0,0,81,81,10912,0,F,African American,DBIOL-BS,13.94873732
14,0,0,81,81,10724,0,M,Hispanic,DCSIT-BA,10.20911205
0,0,0,81,81,11067,0,M,Hispanic,DCSIT-BA,10.20911205
0,0,0,81,81,11199,0,M,Hispanic,DCSIT-BA,11.59583235
0,0,0,81,81,11214,0,M,African American,DFINA-BBA,10.20911205
0,94,3.66,396,81,11298,1110,F,Hispanic,DACCT-BBA,19.05071384
0,0,0,81,81,11044,0,F,Hispanic,DMATH-BA,382.2230456
22,0,0,135,135,11212,1070,M,White,DFINA-BBA,261.3151557
23,0,0,151,151,11029,1310,M,Hispanic,DBIOL-BA,5.009297949
17,0,0,130,130,11257,0,M,African American,DCOMM-BA,11.59583235
0,0,0,130,130,11159,0,F,African American,DCRJS-BS,11.59583235
15,0,0,130,130,10949,0,M,Hispanic,DPBHLTH-BA,13.94873732
0,0,0,199,199,11277,0,F,African American,DBUND,10.20911205
0,89,3.902,228,137,11221,1230,F,Hispanic,DGNBU-BBA,28.77713474
0,0,0,99,99,11160,1090,F,Hispanic,DBIOL-BS,39.17377181
22,0,0,151,151,10953,1330,M,Hispanic,DBIOL-BS,13.52570037
0,0,0,204,204,11031,950,F,Hispanic,DPSYC-BA,29.36977079
0,80,3.4,288,225,11079,1170,F,Hispanic,DGNBU-BBA,26.20209262
0,0,0,143,143,11001,1050,F,Hispanic,DPBHLTH-BA,46.01228595
17,0,0,82,82,11070,0,M,Not Available,DBIOL-BS,10.95784155
26,98,3.639,450,82,11143,1160,F,Hispanic,DBUND,9.55652232
0,0,0,82,82,11150,950,F,Hispanic,DPBHLTH-BA,24.44433641
0,0,0,82,82,11281,0,M,Hispanic,DCRJS-BS,399.760221
0,68,3.46,450,82,11122,1040,F,African American,DPSYC-BA,5.009297949
0,60,3.39,275,82,11122,930,F,African American,DPOLS-BA,10.20911205
0,0,0,82,82,11014,0,M,Hispanic,DCRJS-BS,6.070851259
0,0,0,82,82,11164,0,M,Hispanic,DGNBU-BBA,16.0399783
0,0,0,82,82,10876,0,M,Hispanic,DCOMM-BA,13.7111687
0,0,0,82,82,10948,0,M,Hispanic,DPSYC-BA,13.94873732
17,0,0,82,82,11174,0,M,Hispanic,DCRJS-BS,13.7111687
0,0,0,82,82,11167,0,F,Hispanic,DMATH-BA,13.7111687
17,0,0,421,82,11050,0,M,Hispanic,DGNBU-BBA,10.20911205
11,0,0,82,82,11121,0,M,Hispanic,DGNBU-BBA,12.75836634
0,33,3.13,275,82,11306,0,F,African American,DHPMGT-BBA,0
0,0,0,82,82,11136,0,M,African American,DCOMM-BA,11.59583235
0,0,0,82,82,10803,0,M,African American,DBUND,13.7111687
15,0,0,82,82,11218,0,M,Hispanic,DBUND,10.95784155
11,0,0,82,82,11117,0,F,Hispanic,DBIOL-BA,10.95784155
11,65,3.4,344,82,10951,0,F,African American,DCRJS-BS,6.070851259
0,0,3,82,82,6526,0,M,Hispanic,DLSCM-BS,13.6362571
10,70,3.546,450,82,10696,730,M,Hispanic,DINDE-BS,12.61565729
0,0,0,82,82,11191,0,F,African American,DCRJS-BS,51.56014338
0,77,3.45,450,92,10808,800,F,Hispanic,DBUND,12.61565729
14,69,3.46,450,85,11093,860,F,Hispanic,DACCT-BBA,12.61565729
17,69,3.41,323,113,11075,990,F,Hispanic,DBIOL-BS,6.070851259
16,42,3.35,396,261,11058,950,M,African American,DBIOL-BS,8.948177454
20,83,3.58,275,92,11211,1100,F,African American,DCDFS-BS,6.070851259
14,82,3.48,450,128,11233,860,F,African American,DCRJS-BS,11.59583235
0,0,0,129,129,10962,0,F,African American,DINDE-BS,11.59583235
14,8,3.044,302,102,11010,0,F,African American,DCRJS-BS,9.55652232
17,89,3.61,450,375,11120,870,F,African American,DSOCI-BA,0
22,0,0,85,85,11135,0,M,Hispanic,DGNBU-BBA,40.34923207
14,44,3.39,450,85,11291,830,M,Hispanic,DBIOL-BS,10.95784155
0,0,0,85,85,11044,0,F,Hispanic,DHROB-BBA,10.95784155
0,0,0,85,85,10897,0,M,Hispanic,DPOLS-BA,40.965029
0,0,0,409,85,11261,0,F,African American,DPSYC-BA,194.6836035
17,0,0,85,85,10980,0,M,Asian,DCSIT-BA,22.95013916
18,0,0,85,85,10873,1030,M,Asian,DBIOL-BA,22.95013916
13,69,3.4,450,85,10377,800,F,Asian,DMATH-BA,22.95013916
0,0,0,85,85,11006,1050,F,African American,DPBHLTH-BA,367.5440338
0,54,3.842,85,85,11208,0,F,Hispanic,DCRJS-BS,381.7527173
22,0,3.83,450,85,10970,0,F,White,DBIOL-BS,144.4263852
25,0,0,150,150,11017,0,M,White,DBIOL-BS,545.3545347
0,99,3.68,99,99,11558,1170,F,African American,DBIOL-BS,5.491657246
0,0,0,173,173,10751,1050,M,African American,DPBHLTH-BS,24.44433641
21,0,0,86,86,10886,0,F,African American,DGNBU-BBA,354.0993685
0,46,3.351,450,86,11254,1210,M,Asian,DUNDECIDED,40.965029
21,0,0,86,86,10973,0,F,Hispanic,DPBHLTH-BA,12.61565729
25,0,3.712,86,86,10884,1230,M,White,DBIOL-BA,481.4258517
18,0,2.04,450,86,10962,890,F,Hispanic,DCDFS-BS,5.009297949
22,44,3.653,275,86,11136,1140,F,Hispanic,DCSIT-BA,8.039662853
0,0,0,86,86,11022,1010,F,Hispanic,DCRJS-BS,18.90449676
14,24,3.194,359,86,11092,820,F,Hispanic,DPSYC-BA,8.039662853
0,73,3.49,396,86,11299,870,F,Hispanic,DCDFS-BS,8.039662853
0,68,3.32,450,86,11186,860,F,Hispanic,DCDFS-BS,12.61565729
0,82,3.52,450,86,11254,770,F,Hispanic,DPBHLTH-BA,8.039662853
16,76,3.401,450,86,11083,0,M,Hispanic,DCOMM-BA,8.039662853
0,0,0,86,86,11377,0,M,African American,DGNBU-BBA,8.039662853
0,0,0,86,86,11173,1220,F,Hispanic,DPOLS-BA,6.070851259
0,99,3.71,450,86,11065,960,F,Hispanic,DFINA-BBA,5.009297949
18,76,3.15,359,86,11133,950,M,African American,DGNBU-BBA,0
0,81,3.332,401,86,11244,890,M,Hispanic,DCDFS-BS,5.491657246
0,36,2.881,86,86,10695,0,M,Hispanic,DGNBU-BBA,52.95196115
14,0,0,86,86,10902,0,F,Hispanic,DHPMGT-BBA,15.41027165
0,73,3.459,275,86,11192,1030,F,Hispanic,DCDFS-BS,0
13,0,0,86,86,11305,0,M,Hispanic,DCRJS-BS,8.039662853
0,49,3.2,450,86,10965,860,M,Hispanic,DCRJS-BS,5.009297949
0,21,3.08,86,86,11236,820,M,Hispanic,DCRJS-BS,0
0,46,3.26,450,86,10945,830,M,Hispanic,DCOMM-BA,5.009297949
0,79,3.35,360,86,11142,890,F,Hispanic,DPBHLTH-BA,8.039662853
0,0,0,86,86,11069,0,M,Hispanic,DCRJS-BS,684.6524861
0,50,3.23,450,86,10949,870,F,Hispanic,DCRJS-BS,9.96010621
0,0,0,86,86,10778,0,M,African American,DGNBU-BBA,8.039662853
21,0,3.66,450,117,11105,1210,F,White,DCSIT-BA,19.05071384
16,0,0,110,110,11401,0,F,African American,DBIOL-BS,1101.064016
17,0,2.86,450,215,11001,0,F,Hispanic,DCDFS-BS,22.49820842
19,0,3.62,450,151,11047,1010,M,Hispanic,DGNBU-BBA,35.32540947
20,0,0,218,218,10998,0,F,Hispanic,DUNDECIDED,8.039662853
14,0,0,122,122,11201,0,F,African American,DPSYC-BA,15.41027165
15,0,0,141,141,11274,0,M,Hispanic,DLSCM-BS,12.61565729
18,67,3.34,450,88,11016,920,F,African American,DBIOL-BS,0
0,0,0,213,213,11005,960,F,Hispanic,DGNBU-BBA,23.61407614
0,21,2.97,344,87,10976,900,M,Hispanic,DBUND,5.009297949
0,0,0,87,87,10990,0,F,Hispanic,DBUND,40.965029
0,0,1.5,281,87,10714,900,M,Hispanic,DUNDECIDED,23.61407614
0,0,0,87,87,11256,990,F,Hispanic,DBIOL-BS,362.2882983
0,99,3.977,395,87,11303,1090,F,Hispanic,DBIOL-BA,56.55646295
13,73,3.51,450,87,11038,910,F,Hispanic,DHPMGT-BBA,8.039662853
15,58,3.254,450,87,11268,890,F,Hispanic,DBIOL-BS,9.96010621
0,0,0,87,87,10977,0,M,Hispanic,DPBHLTH-BA,8.039662853
13,44,3.338,450,87,11036,910,F,Hispanic,DACCT-BBA,9.96010621
0,0,0,87,87,11281,0,F,Hispanic,DBIOL-BS,9.96010621
0,0,0,87,87,10789,0,M,Not Available,DBUND,9.96010621
0,0,0,87,87,10994,0,F,Hispanic,DGNBU-BBA,9.55652232
0,0,0,87,87,10956,0,F,Hispanic,DBIOL-BA,8.039662853
0,0,0,87,87,11243,0,M,Hispanic,DPBHLTH-BA,9.96010621
0,0,0,87,87,11092,1040,F,Hispanic,DCRJS-BS,221.3375904
12,74,3.377,87,87,11206,800,F,Hispanic,DSOCI-BA,13.7111687
0,0,0,87,87,11103,0,F,Hispanic,DPSYC-BA,10.20911205
0,0,0,87,87,11226,0,M,Hispanic,DCOMM-BA,12.61565729
0,0,0,87,87,11024,870,M,Hispanic,DCRJS-BS,10.95784155
0,0,0,87,87,11078,0,F,Hispanic,DHPMGT-BBA,12.61565729
0,0,0,87,87,10954,0,F,Hispanic,DCRJS-BS,9.96010621
0,0,0,87,87,11272,0,F,Hispanic,DBUND,9.96010621
0,0,0,87,87,10875,0,F,Hispanic,DPSYC-BA,10.95784155
0,0,0,87,87,10851,0,M,African American,DFINA-BBA,10.95784155
0,0,0,87,87,10873,0,M,African American,DCOMM-BA,0
0,0,0,87,87,11240,0,M,Hispanic,DUNDECIDED,10.95784155
0,0,0,87,87,11221,0,M,African American,DCOMM-BA,42.51968795
0,0,0,87,87,11123,0,F,African American,DPBHLTH-BA,231.1502467
0,35,3.42,138,87,10742,700,M,African American,DCSIT-BA,22.60129595
0,0,0,87,87,11053,0,F,African American,DBIOL-BA,11.11464643
19,37,3.3,450,87,10990,1020,M,Hispanic,DCSIT-BA,9.96010621
0,0,0,87,87,10808,790,F,Hispanic,DCRJS-BS,8.039662853
15,67,2.871,450,186,11109,0,F,Hispanic,DCRJS-BS,30.81095615
0,0,0,122,122,11185,950,M,Hispanic,DCOMM-BA,10.95784155
11,0,0,96,96,11100,0,F,Hispanic,DCSIT-BA,12.61565729
21,0,0,122,122,11080,0,M,Hispanic,DBIOL-BS,10.94098691
22,0,0,151,151,11270,1140,M,Hispanic,DCSIT-BA,8.039662853
0,0,0,88,88,11313,1220,F,Hispanic,DBIOL-BS,386.9421568
13,0,0,89,89,11197,840,M,African American,DPBHLTH-BA,15.9239836
0,48,3.39,450,121,10873,970,M,Hispanic,DMATH-BA,16.0399783
19,74,2.98,450,88,11256,1130,F,Asian,DPBHLTH-BA,44.17320894
20,96,3.721,88,88,11312,0,M,Asian,DCOMM-BA,15.41027165
0,0,0,88,88,10680,0,F,Hispanic,DPSYC-BA,331.5021262
0,0,0,88,88,11281,0,M,Hispanic,DBIOL-BS,10.95784155
0,93,3.8,396,88,11114,1010,F,Hispanic,DINDE-BS,58.22170192
0,0,0,88,88,10684,0,M,Hispanic,DUNDECIDED,13.7111687
0,0,3.45,450,88,11043,1160,F,Hispanic,DACCT-BBA,276.9146175
0,0,0,88,88,11145,0,M,Hispanic,DACCT-BBA,10.20911205
0,0,0,88,88,11237,0,F,Hispanic,DCRJS-BS,10.95784155
0,0,0,88,88,11035,0,M,Hispanic,DCRJS-BS,11.59583235
0,0,0,88,88,11205,0,M,Hispanic,DCRJS-BS,29.46979202
0,89,3.91,372,324,10664,1010,F,African American,DBIOL-BA,13.01468087
0,0,0,89,89,10617,1000,F,Hispanic,DCDFS-BS,737.2782283
15,0,0,450,89,11025,850,F,Hispanic,DHPMGT-BBA,9.96010621
0,0,0,89,89,11315,0,M,Asian,DCSIT-BA,1311.044464
0,0,0,89,89,10962,0,F,Hispanic,DGNBU-BBA,24.44433641
0,59,3.357,89,89,11104,0,F,Hispanic,DBIOL-BS,52.95196115
18,24,2.547,351,89,11244,0,F,Hispanic,DBIOL-BS,336.3166422
17,73,3.6,275,89,11297,980,F,African American,DCDFS-BS,19.05071384
0,0,0,89,89,11126,0,M,African American,DCRJS-BS,23.34947363
0,0,0,89,89,11015,0,F,Hispanic,DPSYC-BA,10.95784155
0,0,0,89,89,11349,0,M,Hispanic,DUNDECIDED,10.95784155
0,38,3.224,414,89,10790,800,F,Hispanic,DGNBU-BBA,10.95784155
0,0,0,89,89,11162,0,M,African American,DCRJS-BS,63.01374163
19,33,2.86,450,89,11022,0,M,Hispanic,DBUND,339.7947295
13,0,0,89,89,11160,0,F,Hispanic,DHPMGT-BBA,13.7111687
0,0,0,89,89,11099,0,F,Hispanic,DPSYC-BA,10.95784155
11,38,3.117,309,89,11010,730,F,Hispanic,DPSYC-BA,5.009297949
0,0,0,89,89,11070,1170,F,White,DPSYC-BA,34.0603439
0,0,0,89,89,10954,0,M,Hispanic,DCRJS-BS,906.0106168
0,69,3.406,450,264,10958,1090,F,Hispanic,DCSIT-BA,35.32540947
17,0,0,122,122,11133,0,F,African American,DPSYC-BA,6.070851259
0,0,0,229,229,11088,1070,F,Hispanic,DPSYC-BA,19.05071384
0,0,0,110,110,11192,1380,M,White,DPOLS-BA,41.71461223
0,0,0,116,116,11178,1450,M,Asian,DPBHLTH-BA,40.84350933
16,93,3.881,275,92,11125,980,F,Hispanic,DCDFS-BS,10.94098691
0,84,3.38,450,92,11001,1050,F,Hispanic,DGNBU-BBA,754.1394822
0,0,0,450,92,11131,730,F,Hispanic,DCRJS-BS,46.75188831
0,39,3.071,450,92,11104,770,F,Hispanic,DCRJS-BS,52.95196115
0,0,0,92,92,11276,930,M,Hispanic,DCSIT-BA,56.55646295
0,0,0,92,92,11112,0,F,Hispanic,DBIOL-BA,684.6524861
0,0,0,92,92,10686,0,F,Hispanic,DPSYC-BA,5.009297949
0,84,3.5,275,92,11233,920,F,African American,DPBHLTH-BA,27.25999507
0,0,0,92,92,10953,0,F,Hispanic,DUNDECIDED,10.95784155
16,65,3.37,450,92,10990,870,F,Hispanic,DPSYC-BA,10.95784155
16,68,3.294,450,92,11176,860,F,Hispanic,DCRJS-BS,10.95784155
14,57,3.31,396,115,11311,840,F,Hispanic,DCDFS-BS,8.039662853
0,0,0,92,92,11054,0,F,Hispanic,DCRJS-BS,11.59583235
0,0,0,92,92,11060,0,M,African American,DBIOL-BS,19.05071384
0,90,3.69,450,92,11088,860,M,Hispanic,DBUND,10.95784155
0,0,0,92,92,11028,1090,F,Hispanic,DPBHLTH-BA,362.0730974
16,0,0,92,92,11125,0,M,Hispanic,DGNBU-BBA,12.61565729
0,84,3.835,450,92,11073,920,M,Hispanic,DBIOL-BA,56.56959986
0,0,0,92,92,11092,0,F,Hispanic,DPBHLTH-BA,12.61565729
0,78,3.65,275,92,11297,1090,M,African American,DGNBU-BBA,80.07337773
0,77,3.51,450,92,11237,930,M,Asian,DCSIT-BA,15.41027165
0,0,0,92,92,11025,1320,F,Not Available,DPBHLTH-BA,923.9625806
0,82,3.66,450,92,11162,0,F,Hispanic,DMATH-BA,8.039662853
0,48,2.92,303,92,11128,880,M,Hispanic,DBUND,21.5011663
20,43,3.186,450,92,11288,1070,F,African American,DCRJS-BS,46.55514846
17,0,0,92,92,11136,870,F,White,DPBHLTH-BA,61.13255796
0,0,0,92,92,11063,0,F,African American,DCRJS-BS,264.2105546
17,4,3.01,450,92,11160,780,M,Hispanic,DBUND,10.95784155
0,0,0,92,92,11022,1230,F,Asian,DGNBU-BBA,331.7636165
18,91,3.56,396,113,10956,960,F,Hispanic,DINDE-BS,11.11464643
18,0,0,157,157,11309,940,M,Hispanic,DGNBU-BBA,23.61407614
0,0,0,152,152,11177,0,M,African American,DGNBU-BBA,11.11464643
17,0,0,450,149,11238,920,F,Hispanic,DSOCI-BA,23.61407614
22,0,0,138,138,11026,1060,F,African American,DPSYC-BA,11.59583235
20,78,3.52,358,155,11151,0,F,Hispanic,DPSYC-BA,16.59289334
20,0,0,187,187,11433,0,F,White,DPOLS-BA,316.7747991
17,90,3.28,316,204,11116,0,F,African American,DPSYC-BA,11.11464643
0,0,0,93,93,10988,1200,M,White,DBUND,298.3943894
0,0,0,93,93,11248,0,F,Hispanic,DUNDECIDED,9.96010621
0,0,0,93,93,11103,0,F,Hispanic,DUNDECIDED,342.7138116
0,0,0,93,93,11309,1310,M,Asian,DBIOL-BS,348.3392659
0,43,3.225,396,93,11054,760,M,Hispanic,DPBHLTH-BA,10.94098691
0,68,3.46,450,93,11257,1000,F,Hispanic,DACCT-BBA,8.039662853
0,0,0,93,93,11247,0,M,Hispanic,DCRJS-BS,525.4085379
0,48,3.302,359,93,11178,820,F,Hispanic,DPSYC-BA,5.009297949
15,0,0,93,93,10605,0,F,Hispanic,DBIOL-BS,13.7111687
0,94,4,450,93,11215,1250,M,White,DBIOL-BS,50.13224999
0,0,0,93,93,11096,0,F,Hispanic,DBIOL-BS,19.05071384
0,0,0,93,93,11160,0,F,Hispanic,DCRJS-BS,8.948177454
0,0,0,93,93,11129,0,F,Hispanic,DHPMGT-BBA,19.23726196
15,0,0,93,93,11008,0,M,Hispanic,DACCT-BBA,9.032902135
